Player,Draft Year,Height (in),Weight (lbs),Wingspan (in),Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
Rick Anderson,2003,80.25,216.0,83.0,ARZ,31,25.4,10.7,4.1,7.6,0.536,0.9,2.4,0.373,1.6,2.3,0.681,2.6,4.1,6.7,1.5,0.8,0.8,1.3,2.7
Carmelo Anthony,2003,78.25,233.0,84.0,SYRA,35,36.4,22.2,7.9,17.5,0.453,1.6,4.7,0.337,4.8,6.8,0.706,2.9,6.9,9.7,2.2,1.5,0.9,2.2,2.2
Troy Bell,2003,72.25,178.0,77.0,BOS,31,38.6,25.2,7.2,16.4,0.441,3.4,8.5,0.402,7.3,8.6,0.847,1.5,3.0,4.6,3.7,2.3,0.2,2.5,2.1
LaVell Blanchard,2003,78.0,205.0,78.0,MICH,30,32.0,16.2,5.2,12.4,0.422,2.2,5.3,0.418,3.5,4.3,0.814,2.1,5.0,7.1,1.0,0.6,0.3,2.0,2.6
Keith Bogans,2003,76.25,213.0,81.25,UK,36,29.7,15.7,5.4,11.8,0.456,2.2,5.8,0.383,2.7,3.6,0.738,1.1,2.7,3.8,2.7,1.2,0.1,2.2,1.7
Matt Bonner,2003,80.5,242.0,80.75,FLA,33,31.4,15.2,5.5,10.8,0.51,1.9,4.0,0.474,2.2,3.1,0.733,2.1,4.0,6.1,1.5,1.1,0.6,1.6,2.1
Chris Bosh,2003,82.25,225.0,87.5,GT,31,31.0,15.7,5.5,9.7,0.56,0.7,1.5,0.468,4.1,5.6,0.73,3.1,5.9,9.0,1.2,1.0,2.1,2.3,2.4
Jermaine Boyette,2003,73.0,187.0,76.0,WEBER,32,32.0,20.5,6.2,11.4,0.544,1.0,2.8,0.348,7.1,8.5,0.835,1.1,1.4,2.5,3.3,1.8,0.0,2.4,2.6
Matt Carroll,2003,77.0,207.0,78.5,ND,34,33.9,19.5,6.3,14.3,0.441,2.9,7.1,0.407,4.0,4.7,0.844,0.9,4.1,5.0,1.6,1.1,0.1,1.6,2.2
Nick Collison,2003,80.75,255.0,85.5,KU,38,32.4,18.5,7.4,13.3,0.554,0.3,1.0,0.342,3.3,5.3,0.635,3.3,6.7,10.0,2.2,1.2,1.9,2.4,2.5
Brian Cook,2003,81.5,234.0,86.0,ILL,30,31.3,20.0,6.7,14.1,0.479,0.9,3.0,0.303,5.6,6.8,0.82,1.5,6.1,7.6,2.0,0.7,0.4,2.8,2.9
Joel Cornette,2003,80.25,239.0,81.25,BTLR,33,32.1,11.6,4.9,9.0,0.544,0.0,0.0,0.0,1.9,3.9,0.481,2.2,4.3,6.5,2.9,1.1,0.9,3.0,3.1
Marquis Daniels,2003,77.25,198.0,82.0,AUB,34,33.8,18.4,7.2,14.0,0.513,0.9,2.9,0.306,3.1,4.7,0.673,1.9,4.3,6.2,3.3,2.3,0.2,3.0,2.0
Ruben Douglas,2003,75.5,193.0,79.25,UNM,28,35.1,28.0,7.8,19.6,0.397,3.4,8.5,0.395,9.0,10.8,0.841,1.9,4.8,6.6,2.1,1.3,0.3,3.9,2.7
Ronald Dupree,2003,78.0,209.0,80.25,LSU,32,33.2,15.8,6.2,11.8,0.529,0.4,1.2,0.351,2.9,4.3,0.679,2.4,5.4,7.8,2.4,0.7,0.3,2.0,2.5
Carl English,2003,76.0,201.0,77.25,HAW,31,35.9,19.6,6.4,14.9,0.428,2.9,7.3,0.392,3.9,5.4,0.731,1.0,4.3,5.4,2.4,0.7,0.1,2.6,2.5
Ebi Ere,2003,75.5,210.0,82.5,OKLA,34,27.5,12.9,4.4,11.7,0.378,1.4,4.5,0.307,2.6,3.6,0.715,1.9,2.9,4.8,1.9,0.9,0.3,2.2,1.5
Marquis Estill,2003,80.5,257.0,88.0,UK,36,24.0,11.6,4.7,8.0,0.587,0.0,0.2,0.167,2.2,3.9,0.56,2.8,3.3,6.0,1.1,0.6,1.8,1.7,2.9
T.J. Ford,2003,71.0,162.0,71.5,TEXAS,33,33.6,15.0,4.8,12.0,0.401,0.5,2.1,0.265,4.8,5.8,0.824,0.6,3.2,3.9,7.7,2.0,0.2,3.2,2.5
Jason Gardner,2003,69.75,194.0,73.0,ARZ,32,34.9,14.8,4.6,11.6,0.392,2.1,6.3,0.328,3.6,4.6,0.776,0.5,3.5,4.0,4.9,1.8,0.0,2.8,1.5
Willie Green,2003,74.5,201.0,79.25,UDM,30,34.0,22.6,8.1,16.6,0.49,1.2,3.3,0.378,5.1,6.3,0.805,1.1,3.9,4.9,2.5,1.3,0.4,2.3,2.4
Travis Hansen,2003,76.5,200.0,78.5,BYU,32,32.1,16.8,5.3,11.9,0.442,1.1,3.3,0.34,5.1,6.4,0.799,1.7,3.1,4.7,2.4,0.9,0.7,2.6,3.0
Marcus Hatten,2003,72.75,163.0,78.25,STJ,34,35.4,22.2,8.1,19.2,0.424,1.6,5.4,0.303,4.3,5.9,0.73,1.9,3.6,5.6,4.1,2.9,0.5,3.8,2.5
Kirk Hinrich,2003,74.75,186.0,78.0,KU,37,33.5,17.3,6.3,13.2,0.475,2.4,5.9,0.406,2.4,3.4,0.704,1.0,2.7,3.8,3.5,1.9,0.4,2.2,2.1
Jerry Holman,2003,80.75,232.0,87.25,MINN,33,24.6,9.9,4.2,7.1,0.592,0.0,0.0,0.0,1.5,2.2,0.676,2.4,2.9,5.3,0.8,0.5,1.6,1.8,3.4
Sam Hoskin,2003,79.25,261.0,82.75,DEP,29,32.4,15.6,5.2,9.6,0.541,0.4,1.3,0.316,4.8,5.8,0.822,2.4,5.1,7.6,1.1,0.8,0.4,1.9,2.1
Josh Howard,2003,77.25,202.0,86.0,WF,31,32.3,19.5,6.6,13.8,0.477,1.7,4.6,0.373,4.7,5.6,0.833,3.3,5.0,8.3,1.9,2.1,1.5,2.6,2.9
Brandon Hunter,2003,78.5,266.0,86.75,OHIO,30,38.3,21.5,7.2,13.8,0.523,0.4,1.2,0.297,6.6,11.2,0.594,3.2,9.4,12.6,2.6,0.8,1.2,3.6,2.8
Robert Jackson,2003,79.75,254.0,84.0,MARQ,33,28.7,15.4,5.8,10.4,0.557,0.0,0.0,0.0,3.8,4.9,0.779,3.3,4.2,7.5,0.8,0.4,0.2,2.4,3.0
Britton Johnsen,2003,82.0,212.0,82.75,U of U,27,29.2,11.6,4.6,9.6,0.477,0.6,2.4,0.258,1.9,3.6,0.531,1.9,4.8,6.7,2.0,1.1,0.5,2.3,2.9
James Jones,2003,79.25,218.0,86.5,UMFL,28,34.2,16.8,5.6,12.5,0.447,1.4,3.6,0.4,4.2,5.0,0.836,1.9,4.2,6.0,1.8,1.6,1.8,2.5,2.7
Dahntay Jones,2003,76.75,214.0,81.0,DUKE,33,30.7,17.7,6.0,12.8,0.47,1.4,3.6,0.398,4.2,5.7,0.749,1.4,4.1,5.5,0.9,1.2,0.5,1.9,3.1
Chris Kaman,2003,83.5,252.0,83.75,CMU,31,34.0,22.4,7.9,12.6,0.622,0.0,0.0,0.0,6.7,8.9,0.75,3.6,8.4,12.0,1.3,0.6,3.2,4.4,3.2
Jason Kapono,2003,78.5,215.0,78.5,UCLA,29,33.4,16.8,5.9,12.9,0.457,2.2,5.6,0.398,2.8,3.2,0.88,1.8,3.4,5.2,2.0,0.6,0.0,2.1,2.2
Jason Keep,2003,81.75,270.0,84.5,SAND,30,26.4,18.0,6.5,10.8,0.604,0.0,0.1,0.5,4.9,8.8,0.558,3.0,6.2,9.1,1.1,0.6,1.2,3.5,3.7
Bernard King,2003,75.75,200.0,77.5,TAMU,27,31.2,17.0,5.2,11.8,0.442,1.4,4.0,0.349,5.1,6.7,0.764,0.9,3.0,4.0,5.6,1.2,0.1,3.4,3.1
Brandin Knight,2003,71.75,190.0,78.0,PITT,33,32.9,11.2,3.7,10.1,0.367,1.7,5.6,0.308,2.1,3.6,0.575,0.6,2.9,3.5,6.3,2.1,0.4,3.1,2.3
Kyle Korver,2003,78.25,211.0,81.5,CREI,34,31.8,17.8,5.4,11.5,0.468,3.8,7.9,0.481,3.2,3.5,0.908,1.4,5.0,6.4,3.1,1.5,0.7,2.0,2.6
Chris Massie,2003,78.5,259.0,85.0,MEMP,23,29.9,16.7,6.6,10.9,0.602,0.0,0.0,0.0,3.6,5.5,0.651,4.2,6.7,10.8,1.5,0.6,0.7,2.8,2.6
Will McDonald,2003,81.5,258.0,87.5,USOFL,28,29.4,15.9,6.0,12.0,0.501,0.0,0.1,0.25,3.8,5.9,0.648,2.4,5.7,8.1,1.1,1.1,0.9,3.4,3.2
Jeff Newton,2003,80.0,199.0,85.0,IU,34,33.4,14.9,5.0,11.6,0.432,0.3,1.1,0.297,4.5,6.1,0.748,2.2,6.1,8.2,2.0,0.7,1.5,2.3,2.9
Uche Nsonwu-Amadi,2003,79.75,246.0,87.75,UWYOM,27,32.5,14.3,5.4,10.2,0.529,0.0,0.0,0.0,3.4,5.4,0.641,2.0,7.6,9.6,1.3,0.6,1.1,1.9,2.4
Stephane Pelle,2003,79.0,246.0,86.0,COLO,32,27.8,12.0,4.5,9.6,0.466,0.0,0.1,0.0,3.1,3.9,0.798,3.0,6.3,9.3,0.8,0.9,1.0,1.8,2.4
Kirk Penney,2003,77.0,218.0,77.25,UWISC,32,35.0,16.2,5.7,12.8,0.446,1.9,5.0,0.385,2.8,3.8,0.752,0.6,5.4,6.0,3.1,0.8,0.2,2.5,1.7
Josh Powell,2003,80.0,227.0,85.0,NCST,31,27.0,12.4,4.6,8.1,0.571,0.3,0.8,0.375,2.8,3.8,0.739,2.5,2.9,5.3,1.0,0.6,1.3,2.5,2.8
Hollis Price,2003,71.5,165.0,76.5,OKLA,34,33.6,18.0,5.7,12.6,0.453,2.8,6.4,0.433,3.8,4.1,0.929,0.5,2.3,2.7,2.8,1.6,0.2,2.0,1.9
Luke Ridnour,2003,73.0,167.0,75.0,OREG,33,35.4,19.7,6.2,14.2,0.432,2.5,6.4,0.382,4.9,5.6,0.88,0.6,2.8,3.4,6.6,1.9,0.1,3.9,2.3
Joe Shipp,2003,76.0,224.0,82.0,Cal,31,35.4,20.4,7.8,15.0,0.518,1.3,3.6,0.354,3.5,4.7,0.759,1.9,4.2,6.1,2.3,0.9,0.7,1.9,2.0
Ron Slay,2003,78.0,236.0,82.0,TENN,29,34.2,21.2,7.3,14.9,0.487,1.5,3.9,0.377,5.2,6.7,0.782,1.6,6.2,7.8,2.1,0.7,0.1,3.7,3.0
Tommy Smith,2003,81.0,200.0,86.5,ASU,32,29.1,11.2,4.4,8.9,0.493,0.2,0.6,0.278,2.2,3.8,0.574,2.3,4.0,6.2,2.7,0.9,2.2,3.0,3.3
Marvin Stone,2003,81.5,261.0,87.5,LVILL,24,26.6,10.3,3.7,7.1,0.518,0.0,0.1,0.333,2.9,4.8,0.6,2.6,4.5,7.1,1.4,0.4,1.5,1.9,3.2
Michael Sweetney,2003,79.25,262.0,85.0,GTOWN,34,32.0,22.8,7.8,14.2,0.547,0.0,0.1,0.0,7.3,9.9,0.738,4.1,6.7,10.8,1.9,1.4,3.2,2.1,2.8
Dwyane Wade,2003,75.75,212.0,82.75,MARQ,33,32.1,21.5,7.6,15.2,0.501,0.4,1.3,0.318,5.9,7.5,0.779,1.8,4.5,6.3,4.4,2.2,1.3,3.2,2.3
Luke Walton,2003,79.75,235.0,80.5,ARZ,28,27.6,10.8,3.9,9.1,0.431,1.0,2.6,0.384,2.1,3.1,0.678,1.4,4.2,5.6,5.1,0.9,0.3,2.8,2.0
David West,2003,80.25,226.0,88.25,XAV,32,36.5,20.1,6.7,13.0,0.513,0.3,0.8,0.346,6.5,8.0,0.816,3.1,8.7,11.8,3.2,1.3,1.6,2.7,3.0
Mo Williams,2003,72.75,189.0,77.5,UA,29,35.8,16.4,5.5,13.5,0.409,2.0,6.1,0.328,3.4,4.0,0.838,1.0,2.9,3.9,3.9,1.2,0.2,3.0,2.1
Doug Wrenn,2003,77.75,220.0,91.5,UWASH,27,30.6,12.4,4.9,12.0,0.407,0.3,1.5,0.22,2.3,4.4,0.534,2.0,3.8,5.8,1.9,1.0,0.9,2.6,3.1
Tony Allen,2004,75.5,214.0,81.0,OKST,35,31.6,16.0,5.8,11.5,0.505,0.6,2.1,0.297,3.7,5.5,0.675,1.8,3.7,5.5,3.1,2.1,0.9,2.8,3.0
Trevor Ariza,2004,79.0,201.0,86.0,UCLA,25,31.6,11.6,4.3,10.0,0.426,0.7,3.0,0.237,2.3,4.6,0.5,2.4,4.0,6.5,2.1,1.7,0.4,3.2,2.8
Andre Barrett,2004,68.75,171.0,73.0,SETON,31,36.1,17.3,6.0,13.3,0.455,2.4,6.1,0.384,2.9,3.8,0.761,0.9,3.0,3.9,5.9,1.4,0.1,2.6,2.0
Brandon Bass,2004,78.25,246.0,86.5,LSU,29,35.0,12.8,4.1,8.0,0.511,0.2,0.6,0.278,4.2,5.4,0.783,2.4,4.9,7.4,0.6,0.7,1.9,1.9,2.0
Tony Bobbitt,2004,74.75,185.0,79.0,CINCY,32,22.4,13.4,4.7,10.1,0.466,2.7,6.5,0.407,1.3,1.6,0.843,0.4,3.0,3.4,1.9,1.5,0.1,1.1,3.0
Andre Brown,2004,80.0,236.0,83.0,DEP,23,32.2,13.5,5.3,9.3,0.57,0.0,0.0,0.0,2.9,6.0,0.482,3.7,5.5,9.2,0.3,0.6,0.8,1.7,2.4
Antonio Burks,2004,72.0,191.0,78.5,MEMP,30,34.3,16.0,5.9,11.9,0.492,1.9,4.6,0.413,2.4,3.8,0.632,0.5,2.7,3.2,5.5,2.4,0.2,2.5,2.3
Antonio Burks,2004,72.0,191.0,78.5,SFA,30,30.1,15.3,5.8,11.9,0.492,2.6,5.5,0.476,1.0,1.4,0.756,1.3,3.2,4.5,1.4,0.5,0.1,1.4,2.7
Josh Childress,2004,77.75,196.0,83.0,STAN,23,29.6,15.9,5.6,11.0,0.508,1.5,3.7,0.4,3.2,3.9,0.811,1.9,5.5,7.4,2.6,0.9,1.7,2.3,2.3
TJ Cummings,2004,79.5,215.0,81.5,UCLA,24,29.7,12.8,5.3,9.7,0.552,0.3,0.8,0.35,1.8,2.1,0.863,2.0,4.7,6.7,1.2,0.1,0.2,1.8,2.8
Erik Daniels,2004,78.25,223.0,83.0,UK,32,29.9,14.5,6.3,10.8,0.583,0.2,0.7,0.304,1.8,2.8,0.629,2.3,3.9,6.3,2.8,1.1,0.4,2.1,2.9
Luol Deng,2004,79.0,220.0,84.5,DUKE,37,31.1,15.1,5.7,11.9,0.475,1.1,3.0,0.36,2.6,3.7,0.71,2.2,4.4,6.6,1.8,1.3,1.1,2.2,2.2
Chris Duhon,2004,72.0,193.0,78.5,DUKE,37,35.4,10.0,3.7,8.3,0.448,0.8,2.6,0.302,1.8,2.4,0.722,0.8,3.3,4.1,6.0,2.2,0.2,2.8,2.1
John Edwards,2004,83.25,264.0,88.5,KENT,31,26.1,13.2,5.2,9.9,0.529,0.0,0.0,0.0,2.7,4.1,0.667,2.1,4.7,6.8,0.4,0.4,2.6,2.1,3.1
Andre Emmett,2004,75.5,216.0,81.0,TXTCH,34,37.0,20.7,7.7,14.6,0.527,0.5,1.3,0.356,4.9,6.6,0.73,2.1,4.5,6.6,1.8,1.2,0.3,2.1,1.4
Desmon Farmer,2004,76.5,214.0,80.5,USC,28,35.3,19.4,6.1,15.6,0.389,3.0,8.9,0.333,4.3,5.6,0.766,1.3,3.3,4.6,1.8,1.2,0.1,2.6,2.8
Luis Flores,2004,72.5,202.0,79.5,MAN,31,36.2,24.0,7.5,17.1,0.442,2.2,5.9,0.374,6.7,7.8,0.863,1.2,2.8,4.0,1.6,1.9,0.1,2.4,2.5
Matt Freije,2004,80.25,234.0,85.0,VANDY,33,29.8,18.4,5.6,13.2,0.424,1.9,5.3,0.356,5.3,6.7,0.788,2.0,3.6,5.6,0.9,0.7,0.6,1.0,1.6
Ryan Gomes,2004,78.5,248.0,86.0,PROV,29,34.8,18.9,6.6,13.1,0.507,1.0,3.0,0.333,4.6,5.3,0.87,3.8,5.7,9.4,2.3,1.6,0.1,2.6,2.1
Ben Gordon,2004,73.0,192.0,80.5,UConn,39,34.5,18.5,6.1,14.1,0.434,2.7,6.2,0.433,3.6,4.4,0.829,0.9,3.8,4.7,4.5,1.4,0.2,2.8,2.3
Devin Harris,2004,73.75,170.0,79.5,UWISC,32,36.2,19.5,5.9,12.8,0.462,2.3,6.3,0.373,5.3,6.8,0.792,0.6,3.7,4.3,4.4,1.8,0.1,2.1,1.9
Kris Humphries,2004,80.25,238.0,84.5,MINN,29,34.1,21.7,7.6,17.2,0.444,0.6,1.7,0.34,5.9,7.9,0.742,3.1,7.0,10.1,0.7,0.9,1.1,2.8,2.2
Andre Iguodala,2004,77.75,217.0,83.0,ARZ,30,32.1,12.9,4.5,10.1,0.45,0.8,2.4,0.315,3.1,3.9,0.788,2.5,6.1,8.6,4.9,1.6,0.4,2.8,2.5
Luke Jackson,2004,78.0,212.0,80.5,OREG,31,34.6,21.2,6.8,13.9,0.488,2.4,5.4,0.44,5.3,6.1,0.862,1.8,5.4,7.2,4.5,1.2,0.2,3.0,1.7
Arthur Johnson,2004,79.0,262.0,87.0,MZZOU,30,31.7,16.4,6.4,11.7,0.548,0.0,0.0,0.0,3.5,5.4,0.644,2.8,4.7,7.5,1.1,1.0,1.6,2.1,2.9
Herve Lamizana,2004,79.5,210.0,85.5,RUTG,33,31.0,13.4,4.7,11.9,0.397,0.8,2.8,0.283,3.1,4.5,0.701,1.8,5.8,7.6,1.8,0.9,3.1,2.7,3.3
Jaime Lloreda,2004,78.75,247.0,81.5,LSU,22,34.5,16.8,6.3,10.9,0.579,0.0,0.2,0.0,4.2,7.7,0.541,4.4,7.2,11.6,1.5,0.5,1.3,3.4,2.8
Bryant Matthews,2004,77.75,206.0,84.5,VT,29,35.4,22.1,7.6,16.0,0.473,1.1,3.0,0.36,5.9,8.9,0.664,4.4,4.6,8.9,1.5,2.5,0.8,3.0,3.7
Marcus Melvin,2004,78.75,241.0,84.0,NCST,31,34.0,14.3,4.8,10.7,0.447,1.9,5.3,0.36,2.8,3.5,0.813,2.1,6.0,8.1,1.9,0.6,0.7,2.3,2.5
Ricky Minard,2004,75.25,198.0,79.0,MRHD,29,34.3,21.8,7.2,16.1,0.451,1.6,4.8,0.326,5.7,7.4,0.776,1.5,7.2,8.7,5.1,2.1,0.5,3.6,2.5
James Moore,2004,78.5,198.0,84.5,NMSU,27,31.1,15.4,5.3,10.0,0.535,0.0,0.3,0.0,4.7,5.7,0.837,2.4,4.0,6.5,1.6,1.9,2.0,2.3,3.0
Marcus Moore,2004,76.0,202.0,81.0,WSU,29,33.8,13.6,5.1,13.7,0.369,1.2,4.7,0.263,2.2,2.8,0.793,0.6,2.6,3.2,3.7,1.4,0.2,3.0,1.8
Michel Morandais,2004,75.75,205.0,83.5,COLO,29,33.2,16.1,5.3,13.1,0.406,2.0,5.4,0.369,3.5,4.1,0.856,0.9,3.5,4.4,3.1,0.9,0.6,3.4,2.1
Jameer Nelson,2004,71.0,199.0,74.5,STJOE,32,33.7,20.6,7.3,15.4,0.475,2.3,5.8,0.39,3.7,4.7,0.792,1.0,3.7,4.7,5.3,3.0,0.0,2.8,1.8
Emeka Okafor,2004,80.75,257.0,88.0,UConn,36,32.4,17.6,7.3,12.1,0.599,0.0,0.0,0.0,3.1,6.1,0.518,3.8,7.7,11.5,1.0,1.0,4.1,2.3,2.4
Dylan Page,2004,79.5,239.0,79.0,UWM,31,31.5,20.9,7.3,14.5,0.507,1.9,4.7,0.404,4.3,5.6,0.775,1.2,5.5,6.7,1.2,0.4,1.2,2.3,2.3
Rickey Paulding,2004,74.75,210.0,81.5,MZZOU,29,34.7,14.8,4.7,11.5,0.407,1.7,5.0,0.338,3.8,4.7,0.796,1.9,2.3,4.2,2.6,0.9,0.4,2.6,1.9
Tim Pickett,2004,75.0,207.0,79.5,FLAST,33,29.8,16.5,5.6,12.9,0.433,3.3,8.2,0.407,1.9,2.5,0.759,1.0,3.6,4.6,2.1,2.5,0.3,2.4,2.5
Lawrence Roberts,2004,79.5,233.0,81.5,MISST,30,32.7,16.9,5.8,11.2,0.522,0.4,1.3,0.3,4.8,7.6,0.634,3.4,6.7,10.1,1.2,1.4,0.6,2.4,2.3
Bernard Robinson,2004,77.25,208.0,82.0,MICH,34,32.2,12.1,4.4,10.2,0.432,0.5,1.9,0.262,2.8,3.6,0.77,1.1,4.6,5.7,3.8,1.8,0.3,2.7,2.5
Nate Robinson,2004,67.75,181.0,73.0,UWASH,31,26.9,13.2,4.5,9.9,0.448,1.5,4.2,0.354,2.8,3.3,0.853,1.7,2.2,3.9,2.7,1.7,0.1,2.0,2.4
Aerick Sanders,2004,78.5,205.0,83.5,SDSU,30,34.2,16.1,6.7,12.0,0.554,0.0,0.0,0.0,2.7,3.9,0.707,4.7,5.1,9.8,1.0,1.1,1.2,1.6,3.1
Romain Sato,2004,74.0,204.0,83.0,XAV,37,36.9,16.3,4.8,12.0,0.404,2.0,5.8,0.349,4.6,5.5,0.829,2.0,6.0,8.0,2.3,1.3,0.2,1.7,2.4
Kirk Snyder,2004,78.0,228.0,81.0,UNR,34,31.7,18.8,6.2,14.3,0.432,1.6,4.6,0.348,4.9,6.7,0.731,1.9,3.8,5.7,3.4,1.0,0.6,3.5,2.1
Pape Sow,2004,80.5,233.0,86.0,CSFUL,28,32.2,17.3,5.7,11.6,0.494,0.3,0.9,0.333,5.6,8.3,0.675,3.1,6.6,9.7,0.9,1.6,0.6,3.0,3.6
Blake Stepp,2004,,-,,ZAGS,31,34.4,14.6,4.6,10.7,0.431,2.5,6.8,0.376,2.8,3.4,0.83,0.8,3.7,4.6,6.7,1.2,0.1,3.0,1.9
Jackson Vroman,2004,81.25,226.0,84.0,IWAST,32,30.7,13.9,5.8,10.3,0.564,0.0,0.2,0.143,2.3,4.4,0.507,3.7,6.1,9.8,2.3,1.4,0.7,3.2,3.5
Delonte West,2004,73.5,183.0,78.0,STJOE,32,33.5,18.9,6.6,13.0,0.51,1.8,4.3,0.412,3.9,4.3,0.892,1.2,4.2,5.4,4.8,1.7,0.2,2.6,1.9
Damien Wilkins,2004,76.5,222.0,84.0,UGA,30,35.2,12.6,3.9,9.6,0.408,0.9,2.8,0.321,3.9,5.0,0.787,2.0,3.4,5.4,2.9,1.5,0.4,2.5,2.5
Mike Williams,2004,77.5,197.0,83.5,WMY,31,28.6,18.9,7.4,13.8,0.534,0.0,0.2,0.2,4.2,5.5,0.769,2.5,4.5,7.0,1.2,1.9,1.1,1.7,2.9
Nate Williams,2004,80.5,240.0,85.5,GAST,22,29.0,14.7,5.5,9.5,0.577,0.0,0.1,0.5,3.7,4.3,0.863,2.0,5.0,6.9,2.0,0.6,1.6,2.6,2.8
Rashad Wright,2004,72.5,190.0,82.0,UGA,29,37.1,14.4,4.6,10.9,0.424,2.3,5.8,0.396,2.8,4.1,0.683,0.4,2.5,2.9,3.0,1.8,0.4,2.2,1.8
Alex Acker,2005,75.75,183.0,84.0,PEPP,31,37.2,16.6,5.9,13.1,0.45,1.9,4.4,0.431,2.9,3.4,0.858,1.4,5.1,6.5,3.7,1.3,0.5,2.6,1.9
Deji Akindele,2005,81.5,236.4,87.0,CHIST,28,28.8,12.0,4.6,8.3,0.563,0.0,0.0,0.0,2.8,5.6,0.494,3.1,5.5,8.6,0.7,0.9,2.5,2.5,3.6
Mustafa Al-Sayyad,2005,,-,,FRSNO,30,27.4,10.9,4.3,7.5,0.578,0.0,0.0,1.0,2.2,3.7,0.6,2.8,4.6,7.4,0.9,0.4,2.3,2.5,2.0
Alan Anderson,2005,76.5,223.2,81.5,MCHST,33,26.6,13.2,4.5,8.1,0.556,0.8,2.0,0.385,3.5,3.9,0.877,1.8,3.7,5.6,1.7,1.0,0.2,1.6,2.7
Eddie Basden,2005,76.25,210.0,82.25,CHAR,29,36.2,15.2,5.3,11.0,0.487,0.8,2.0,0.386,3.8,5.2,0.724,2.6,5.8,8.4,3.7,3.2,0.1,2.6,2.0
Mike Bell,2005,80.75,206.2,85.5,FAU,27,35.1,19.1,7.6,15.6,0.485,1.7,5.3,0.329,2.3,4.4,0.508,3.1,6.3,9.3,1.1,1.0,1.9,2.1,2.0
Andrew Bogut,2005,83.0,250.6,87.0,U of U,35,35.0,20.4,8.0,12.9,0.62,0.3,0.7,0.36,4.1,5.9,0.692,3.7,8.5,12.2,2.3,1.0,1.9,2.7,2.2
Dee Brown,2005,71.0,179.0,74.0,ILL,39,32.6,13.3,4.6,9.2,0.499,2.5,5.8,0.434,1.6,2.0,0.772,0.5,2.1,2.7,4.5,1.8,0.1,1.9,1.8
Will Bynum,2005,70.5,188.8,75.5,GT,32,27.3,12.5,4.0,10.1,0.398,1.5,4.9,0.31,3.0,3.9,0.762,0.6,1.9,2.5,2.5,1.0,0.0,2.4,2.1
Will Conroy,2005,73.0,188.6,75.0,UWASH,34,30.8,9.4,3.2,7.0,0.456,0.9,2.9,0.303,2.1,2.7,0.761,0.8,2.6,3.3,6.4,0.8,0.1,2.8,2.5
Taylor Coppenrath,2005,79.75,252.4,83.5,UVM,31,36.4,25.1,8.7,16.9,0.517,0.3,1.1,0.273,7.3,9.5,0.766,4.4,4.6,8.9,1.9,1.2,0.7,1.7,2.0
Ike Diogu,2005,78.5,255.4,87.5,ASU,32,36.4,22.6,7.2,12.4,0.575,0.6,1.4,0.4,7.8,9.7,0.797,3.7,6.1,9.8,1.3,0.6,2.3,3.6,2.8
Raymond Felton,2005,71.5,199.4,76.25,UNC,36,31.7,12.9,4.2,9.2,0.455,1.9,4.4,0.44,2.6,3.7,0.701,0.6,3.7,4.3,6.9,2.0,0.3,3.6,2.0
Sharrod Ford,2005,79.25,212.8,85.5,CLEM,32,28.8,14.9,5.8,11.3,0.512,0.0,0.1,0.0,3.3,5.7,0.585,3.4,4.7,8.2,1.1,0.8,2.1,2.6,2.9
Channing Frye,2005,81.5,243.6,86.5,ARZ,37,30.9,15.8,6.1,11.1,0.554,0.1,0.5,0.176,3.4,4.1,0.83,2.8,4.8,7.6,1.9,0.9,2.3,1.7,2.6
Deng Gai,2005,79.75,214.0,88.5,FAIR,30,36.0,13.9,5.2,11.0,0.474,0.6,1.9,0.333,2.8,3.8,0.722,2.7,5.8,8.5,1.3,0.6,5.5,2.1,2.8
Francisco Garcia,2005,77.75,189.6,82.75,LVILL,38,31.9,15.7,4.9,11.3,0.437,1.9,5.1,0.366,3.9,4.5,0.877,1.2,3.0,4.2,3.9,1.7,1.5,2.7,2.9
John Gilchrist,2005,73.25,195.2,81.25,UMD,28,32.0,13.9,4.5,10.7,0.421,1.3,3.4,0.383,3.4,4.6,0.734,1.7,3.6,5.4,5.3,1.5,0.2,2.6,1.1
Joey Graham,2005,77.25,216.6,80.0,OKST,33,30.4,17.7,6.2,11.5,0.534,0.8,1.6,0.481,4.6,5.2,0.89,1.6,4.8,6.3,2.1,0.9,0.2,2.7,3.2
Danny Granger,2005,79.5,225.4,85.5,UNM,30,29.9,18.8,6.1,11.6,0.524,1.5,3.5,0.433,5.1,6.8,0.755,2.3,6.6,8.9,2.4,2.1,2.0,2.4,2.4
Charles Hayes,2005,77.5,232.4,82.0,UK,34,29.3,10.9,4.2,8.3,0.509,0.1,0.3,0.182,2.4,3.3,0.73,3.0,4.7,7.7,2.3,1.8,1.0,1.9,2.2
Luther Head,2005,74.0,178.8,77.25,ILL,39,33.3,15.9,5.5,11.8,0.463,3.0,7.3,0.41,2.0,2.5,0.788,0.6,3.4,4.0,3.8,1.7,0.2,1.8,1.4
